,model,threshold,split_1,split_2,accuracy,precision,recall,human effort
122,SVM,0.95,0.2,0.05,99.74587039390089,100.0,99.6852871754524,98.22109275730622
123,SVM,0.95,0.25,0.05,99.93646759847522,100.0,99.9213217938631,98.856416772554
124,SVM,0.95,0.3,0.05,99.93646759847522,100.0,99.9213217938631,99.11054637865311
125,SVM,0.95,0.4,0.05,99.93646759847522,100.0,99.9213217938631,99.11054637865311
126,SVM,0.95,0.1,0.08,99.61880559085134,100.0,99.5279307631786,97.01397712833545
127,SVM,0.95,0.15,0.08,99.80940279542567,100.0,99.7639653815893,97.71283354510801
128,SVM,0.95,0.2,0.08,100.0,100.0,100.0,98.98348157560356
129,SVM,0.95,0.25,0.08,99.87293519695045,100.0,99.8426435877262,98.66581956797967
130,SVM,0.95,0.3,0.08,100.0,100.0,100.0,99.49174078780177
131,SVM,0.95,0.4,0.08,100.0,100.0,100.0,99.49174078780177
132,SVM,0.95,0.1,0.1,99.74587039390089,100.0,99.6852871754524,98.34815756035579
133,SVM,0.95,0.15,0.1,99.93646759847522,100.0,99.9213217938631,99.1740787801779
134,SVM,0.95,0.2,0.1,99.93646759847522,100.0,99.9213217938631,99.55527318932656
135,SVM,0.95,0.25,0.1,99.87293519695045,100.0,99.8426435877262,98.856416772554
136,SVM,0.95,0.3,0.1,100.0,100.0,100.0,99.61880559085134
137,SVM,0.95,0.4,0.1,100.0,100.0,100.0,99.61880559085134
138,SVM,0.95,0.1,0.15,99.87293519695045,100.0,99.8426435877262,99.04701397712833
139,SVM,0.95,0.15,0.15,99.74587039390089,100.0,99.6852871754524,97.71283354510801
140,SVM,0.95,0.2,0.15,100.0,100.0,100.0,99.36467598475222
141,SVM,0.95,0.25,0.15,100.0,100.0,100.0,99.49174078780177
142,SVM,0.95,0.3,0.15,100.0,100.0,100.0,99.49174078780177
143,SVM,0.95,0.4,0.15,100.0,100.0,100.0,99.55527318932656
144,SVM,0.99,0.1,0.01,100.0,100.0,100.0,100.0
145,SVM,0.99,0.15,0.01,100.0,100.0,100.0,100.0
146,SVM,0.99,0.2,0.01,100.0,100.0,100.0,100.0
147,SVM,0.99,0.25,0.01,100.0,100.0,100.0,100.0
148,SVM,0.99,0.3,0.01,100.0,100.0,100.0,100.0
149,SVM,0.99,0.4,0.01,100.0,100.0,100.0,100.0
150,SVM,0.99,0.1,0.03,100.0,100.0,100.0,100.0
151,SVM,0.99,0.15,0.03,100.0,100.0,100.0,100.0
152,SVM,0.99,0.2,0.03,100.0,100.0,100.0,100.0
153,SVM,0.99,0.25,0.03,100.0,100.0,100.0,100.0
154,SVM,0.99,0.3,0.03,100.0,100.0,100.0,100.0
155,SVM,0.99,0.4,0.03,100.0,100.0,100.0,100.0
156,SVM,0.99,0.1,0.05,99.93646759847522,100.0,99.9213217938631,99.87293519695045
157,SVM,0.99,0.15,0.05,100.0,100.0,100.0,100.0
158,SVM,0.99,0.2,0.05,100.0,100.0,100.0,100.0
159,SVM,0.99,0.25,0.05,100.0,100.0,100.0,100.0
160,SVM,0.99,0.3,0.05,100.0,100.0,100.0,100.0
161,SVM,0.99,0.4,0.05,100.0,100.0,100.0,100.0
162,SVM,0.99,0.1,0.08,100.0,100.0,100.0,100.0
163,SVM,0.99,0.15,0.08,100.0,100.0,100.0,100.0
164,SVM,0.99,0.2,0.08,100.0,100.0,100.0,100.0
165,SVM,0.99,0.25,0.08,100.0,100.0,100.0,100.0
166,SVM,0.99,0.3,0.08,100.0,100.0,100.0,100.0
167,SVM,0.99,0.4,0.08,100.0,100.0,100.0,100.0
168,SVM,0.99,0.1,0.1,100.0,100.0,100.0,100.0
169,SVM,0.99,0.15,0.1,100.0,100.0,100.0,100.0
170,SVM,0.99,0.2,0.1,100.0,100.0,100.0,100.0
171,SVM,0.99,0.25,0.1,100.0,100.0,100.0,100.0
172,SVM,0.99,0.3,0.1,100.0,100.0,100.0,100.0
173,SVM,0.99,0.4,0.1,100.0,100.0,100.0,100.0
174,SVM,0.99,0.1,0.15,100.0,100.0,100.0,100.0
175,SVM,0.99,0.15,0.15,100.0,100.0,100.0,100.0
176,SVM,0.99,0.2,0.15,100.0,100.0,100.0,100.0
177,SVM,0.99,0.25,0.15,100.0,100.0,100.0,100.0
178,SVM,0.99,0.3,0.15,100.0,100.0,100.0,100.0
179,SVM,0.99,0.4,0.15,100.0,100.0,100.0,100.0
